"","BEGR","BOOT","BOXR","C596","C834","C835","C991","CWM3","DRSN","F102","F106","F108","F109","F110","F113","F114","F118","F123","F125","F127","F128","F131","F133","F134","F135","F137","F138","F141","F142","F146","F148","F149","F151","F153","F154","F155","F157","F159","F162","F164","F165","F167","F175","F176","F178","F180","F181","F182","F188","F190","F194","F196","F198","F203","F215","F218","F219","F220","F222","F228","F236","F237","F248","F258","F268","F276","FB02","FB05","FB07","FB09","FB10","FB11","FB13","FB15","FB20","FB25","FB27","FB28","FB33","FB35","FB36","FB43","FB44","FB48","FB54","FB55","FB63","FB65","FB66","FB78","FB79","FB87","FB90","FB92","FB93","HAIR","HBMB","HIQQ","IKN2","JOSC","LDMA","LIZD","LNPC","LNPF","M145","MPTB","PNBT","PSDQ","RTMW","RY34","SOLB","TCTV","TDTL","TSMV","VSTH","WHOO","ZELD"
"FB54",0,0.00335570469798658,0.00179533213644524,0.00354609929078014,0.000803858520900322,0,0.00806451612903226,0,0.00191938579654511,0,0.0486322188449848,0.00092678405931418,0.00373134328358209,0,0.0508038585209003,0,0.0885733603786342,0.0247486465583913,0.00287150035893754,0.000688231245698555,0.00611413043478261,0.0205562273276904,0.0255427841634738,0,0.266786034019696,0.0206738131699847,0.0358397751229796,0.0221653878942881,0,0.0262529832935561,0.154465592972182,0.00929054054054054,0.0262321144674086,0,0.0134020618556701,0.0445026178010471,0.0169992609016999,0.0153417015341702,0.00106723585912487,0.00354295837023915,0.0150674068199841,0,0.0112028301886792,0.0018450184501845,0.0210727969348659,0.00754310344827586,0.0115321252059308,0.00152905198776758,0.0348918353105373,0.0127986348122867,0,0.00399201596806387,0.00864936793080506,0.00495458298926507,0.010406811731315,0.0527240773286467,0,0.0154298310066128,0.00740740740740741,0.0126050420168067,0.00245499181669394,0.00263852242744063,0,0,0.0030840400925212,0,0.00218978102189781,0.0421052631578947,0.0401505646173149,0.0396039603960396,0.0214745884037223,0.0469293163383546,0.0046875,0.0154071900220103,0.000650618087182824,0.0110051357300073,0.0127915726109857,0.0116666666666667,0.0870503597122302,0.00100806451612903,0.012279355333845,0.00824402308326463,0.00088339222614841,0.00504032258064516,1,0.0969162995594714,0.0340909090909091,0.024390243902439,0.00774647887323944,0.0015552099533437,0.0096961861667744,0,0.0584070796460177,0.0072225869993434,0.00517751479289941,0.00317796610169492,0,0,0,0,0.00109051254089422,0,0,0,0,0,0.00538793103448276,0,0,0,0,0,0.00110987791342952,0.00110253583241455,0.00433839479392625,0,0.00112485939257593
"FB55",0,0,0.00325732899022801,0.00642398286937901,0.000950570342205323,0.00104166666666667,0.0112640801001252,0,0,0.00133689839572193,0.027681660899654,0.00112739571589628,0.00708215297450425,0,0.0389048991354467,0,0.0179468772433597,0.0152329749103943,0.00333055786844296,0.00397772474144789,0.00703125,0.0114942528735632,0.0238957277335264,0.00272479564032698,0.0746924428822496,0.0133214920071048,0.0347054075867635,0.0171717171717172,0.00573065902578797,0.0317353139770425,0.0335820895522388,0.000998003992015968,0.0157116451016636,0.00106951871657754,0.00380710659898477,0.0384615384615385,0.0145672664952871,0.0160771704180064,0,0.00857449088960343,0.0130353817504655,0,0.0059445178335535,0.00224215246636771,0.0225290697674419,0.00134770889487871,0.0058252427184466,0.0017921146953405,0.0303272146847566,0.00505050505050505,0.00110619469026549,0.0138568129330254,0.0106870229007634,0.00588812561334642,0.00574052812858783,0.309895833333333,0.00125628140703518,0.015358361774744,0.0112554112554113,0.012924071082391,0.00584225900681597,0.00423728813559322,0,0.00645161290322581,0.0127853881278539,0.00673076923076923,0.00596252129471891,0,0.038979447200567,0.0761467889908257,0.024896265560166,0.0419354838709677,0.00183150183150183,0.0161977834612106,0.00447761194029851,0.00253592561284869,0.00610287707061901,0.00988142292490119,0.0543565147881695,0,0.00625,0.00389483933787731,0,0.00374064837905237,0.0969162995594714,1,0.0280082987551867,0.0262068965517241,0.0048661800486618,0.00091324200913242,0.0178306092124814,0.00309278350515464,0.0355526826115061,0.00902255639097744,0.011265164644714,0.00666666666666667,0,0,0,0,0.00137931034482759,0,0,0,0.00132275132275132,0,0.00542740841248304,0,0.00134228187919463,0,0,0.00402144772117962,0.00141043723554302,0.0013986013986014,0.00547945205479452,0,0.00143472022955524
"FB63",0,0,0,0.00318979266347687,0,0,0.00201612903225806,0,0,0,0.0245327102803738,0,0.00634057971014493,0,0.00533333333333333,0,0.0394366197183099,0.00611995104039168,0.00111982082866741,0.00210748155953635,0.0113753877973113,0.0154241645244216,0.00546946216955333,0,0.00773480662983425,0.00484261501210654,0.246469833119384,0.00288184438040346,0,0.00828500414250207,0.00845070422535211,0,0.00127064803049555,0.0016025641025641,0.0191082802547771,0.0330812854442344,0.0046029919447641,0.00953389830508475,0,0.00478468899521531,0,0,0.0142259414225941,0,0.0408357075023742,0.0140845070422535,0.00138121546961326,0,0.0240334378265413,0.00146412884333821,0.00168634064080944,0.00299102691924227,0.00595829195630586,0.00280898876404494,0,0.00144092219020173,0.00206185567010309,0.00113895216400911,0.00116822429906542,0.00533049040511727,0.00417246175243394,0.00157232704402516,0,0.00128205128205128,0.00125470514429109,0,0.00346020761245675,0.0919220055710306,0.0194174757281553,0.0550795593635251,0.0153846153846154,0.0171606864274571,0.00513478818998716,0.0114810562571757,0.00193610842207164,0.0103926096997691,0.00237812128418549,0.00282087447108604,0.0599369085173502,0,0.00122699386503067,0.0256410256410256,0,0,0.0340909090909091,0.0280082987551867,1,0.0103004291845494,0,0.00127551020408163,0.0114613180515759,0,0.01573564122738,0.0207920792079208,0.00351699882766706,0.00225733634311512,0,0,0,0.00178571428571429,0,0,0,0,0,0,0,0,0,0,0,0.0022883295194508,0,0,0,0,0
"FB65",0,0.00112359550561798,0.00909090909090909,0.0144144144144144,0.00405186385737439,0.00087260034904014,0.00100704934541793,0.0044296788482835,0.00193050193050193,0.00321888412017167,0.0299850074962519,0.00186567164179104,0.00625782227784731,0.000895255147717099,0.0745874587458746,0.0025706940874036,0.0151898734177215,0.00151860288534548,0.00360750360750361,0.000691085003455425,0.00889192886456908,0.0169286577992745,0.0695187165775401,0.00765027322404372,0.0151296829971182,0.0310800310800311,0.0152143845089903,0.00930626057529611,0.00161681487469685,0.0375302663438257,0.0234527687296417,0.0232358003442341,0.011014948859166,0,0.0051440329218107,0.0133843212237094,0.0370931112793338,0.0283687943262411,0.011943539630836,0.0116696588868941,0.0581395348837209,0,0.0202985074626866,0.0256410256410256,0.0172413793103448,0.00432432432432432,0.00908340214698596,0.00694980694980695,0.0172176308539945,0.0137339055793991,0.000917431192660551,0.0134861766689144,0.0175202156334232,0.0245346869712352,0.0028328611898017,0.0188034188034188,0.00717213114754098,0.0560245587106677,0.0134730538922156,0.318681318681319,0.00329218106995885,0.008,0,0.00313971742543171,0.013302034428795,0.0016246953696182,0.00440852314474651,0.00866141732283465,0.0685640362225097,0.0256603773584906,0.0502586844050259,0.0452698781195589,0,0.00145348837209302,0.00459016393442623,0.0162962962962963,0.0291858678955453,0.0125733445096396,0.0148347943358058,0,0.0363062352012628,0.00164609053497942,0.00266903914590747,0.00609137055837563,0.024390243902439,0.0262068965517241,0.0103004291845494,1,0.0378732702112163,0.0015625,0.0130208333333333,0.00520381613183001,0.075812274368231,0.0079155672823219,0.0304645849200305,0.00426894343649947,0.00979325353645267,0.00436205016357688,0.00087719298245614,0.0028436018957346,0,0,0,0,0.0107181136120043,0.000919117647058824,0.00216216216216216,0.00441014332965821,0.00539374325782093,0.000895255147717099,0.000924214417744917,0.00107066381156317,0,0.00333704115684093,0.00327153762268266,0,0
"FB66",0,0.0015600624024961,0.0311377245508982,0.0068886337543054,0.0102040816326531,0.00111482720178372,0,0.0015220700152207,0.00509554140127389,0,0.00446428571428571,0.00243013365735115,0.0141791044776119,0.00812064965197216,0.00951683748169839,0.0132013201320132,0.011949215832711,0.000935453695042095,0.0115146147032772,0.000834724540901503,0.00574241181296144,0.0221112696148359,0.0082089552238806,0.00148809523809524,0.00432900432900433,0.00559701492537313,0.00494641384995878,0.00639658848614072,0.0050761421319797,0.0209059233449477,0.00532319391634981,0.00106496272630458,0.0058252427184466,0.00576036866359447,0,0.0090293453724605,0.00448028673835125,0.0126475548060708,0.00146627565982405,0.0045766590389016,0.00985221674876847,0.00842696629213483,0.0167130919220056,0.00241254523522316,0.00674157303370787,0,0.0114345114345114,0.0153994225216554,0.0115321252059308,0.00647948164146868,0.00118906064209275,0.0112903225806452,0.00960768614891913,0.00312825860271116,0.00123152709359606,0.00319148936170213,0.00410396716826265,0.0144014401440144,0.00821167883211679,0.0374564459930314,0.00622406639004149,0.0102739726027397,0.00846432889963724,0.0048828125,0.0048030739673391,0.00305810397553517,0.014519056261343,0.026865671641791,0.0196220930232558,0.00725952813067151,0.0464285714285714,0.0197109067017083,0.000970873786407767,0.00534283170080142,0.0182539682539683,0.0255707762557078,0.0440191387559809,0.00629590766002099,0.017004048582996,0.00408163265306122,0.0310077519379845,0.00310880829015544,0.0138568129330254,0.00134952766531714,0.00774647887323944,0.0048661800486618,0,0.0378732702112163,1,0.00682261208576998,0.0202966432474629,0.0236220472440945,0.0118343195266272,0.0166931637519873,0.030812324929972,0.00144717800289436,0.00295420974889217,0,0.0113378684807256,0.00998751560549313,0,0.00609756097560976,0,0,0.00289017341040462,0.00719424460431655,0,0,0.00886262924667651,0.00695249130938586,0.0060313630880579,0.0117994100294985,0,0.00153374233128834,0,0.00605143721633888,0
"FB78",0.00113250283125708,0,0,0.00410396716826265,0.0107398568019093,0.00532623169107856,0,0,0.00623052959501558,0,0.00204081632653061,0.0103703703703704,0.0227081581160639,0.00276243093922652,0.00162074554294976,0.0130208333333333,0.00248138957816377,0.00870511425462459,0.0193877551020408,0.0549450549450549,0.0149953139643861,0.0229976209357653,0,0,0,0,0.00466853408029879,0,0.0180288461538462,0.00227445034116755,0,0,0,0.0339943342776204,0,0.0101180438448567,0,0.0028436018957346,0,0.00136239782016349,0.00227272727272727,0.00524475524475524,0.0138568129330254,0,0,0,0,0.00773480662983425,0,0,0.00720461095100865,0.0249077490774908,0.0108499095840868,0,0,0.00125156445556946,0,0.00203665987780041,0.00627615062761506,0.000955109837631328,0.00364077669902913,0,0.00290275761973875,0.0148911798396334,0.0168918918918919,0.0231143552311436,0.0114107883817427,0.00112612612612613,0.00158982511923688,0,0.000972762645914397,0.0100358422939068,0.0373831775700935,0.00921187308085977,0.00884955752212389,0.0304942166140904,0.00743889479277365,0.00122699386503067,0.000899280575539568,0.015358361774744,0.00436205016357688,0.00732600732600733,0.00547195622435021,0,0.0015552099533437,0.00091324200913242,0.00127551020408163,0.0015625,0.00682261208576998,1,0.0192644483362522,0.00921052631578947,0.00143472022955524,0.00709219858156028,0.0190880169671262,0,0,0,0.00672043010752688,0.0075642965204236,0,0,0,0,0.00181818181818182,0.0014367816091954,0,0.00193050193050193,0,0.00276243093922652,0,0,0,0,0,0.00191938579654511,0
"FB79",0.000864304235090752,0.00129533678756477,0.00100908173562059,0.008,0.0172413793103448,0.00783545543584721,0.00574052812858783,0.00254129606099111,0.0143329658213892,0,0.0219690805532954,0.0191897654584222,0.174152876280536,0.00806451612903226,0.0100334448160535,0.00669856459330144,0.0192043895747599,0.0169348010160881,0.0349593495934959,0.0230769230769231,0.0218373493975904,0.0235602094240838,0.0185567010309278,0,0.00859375,0.0075,0.0211800302571861,0.00279850746268657,0.012646793134598,0.00757575757575758,0.00276052449965493,0.00657894736842105,0.00171673819742489,0.0234454638124363,0.00116550116550117,0.0200970200970201,0.00724054706355591,0.0129277566539924,0,0.00298210735586481,0.0087260034904014,0.00117924528301887,0.0264516129032258,0.00312825860271116,0.0200553250345781,0.00123456790123457,0.00272479564032698,0.0128095644748079,0.00443458980044346,0.00188501413760603,0.0103842159916926,0.0251665433012583,0.0190336749633968,0.0129749768303985,0,0.00561797752808989,0.00348027842227378,0.00801282051282051,0.00651465798045603,0.0138036809815951,0.00916590284142988,0.000985221674876847,0.00103734439834025,0.00694444444444444,0.0225890529973936,0.00541027953110911,0.0129764801297648,0.00779896013864818,0.0206254158349967,0.0205592105263158,0.0155884645362432,0.0218579234972678,0.022887323943662,0.0177705977382876,0.0150753768844221,0.027027027027027,0.0115894039735099,0.0111317254174397,0.00799418604651163,0.00695249130938586,0.0118543607112616,0.0194805194805195,0.0130522088353414,0.00229621125143513,0.0096961861667744,0.0178306092124814,0.0114613180515759,0.0130208333333333,0.0202966432474629,0.0192644483362522,1,0.00872093023255814,0.0232843137254902,0.0239651416122004,0.0206611570247934,0.00121654501216545,0.00247524752475248,0,0.00589970501474926,0.00427350427350427,0,0.00253485424588086,0,0,0.00243013365735115,0.00935550935550936,0.00496894409937888,0,0,0.0101010101010101,0.00730688935281837,0.00245398773006135,0,0.00127713920817369,0.00375469336670839,0.00125786163522013,0
"FB87",0,0,0.0119047619047619,0.00825082508250825,0.0182841068917018,0.0463576158940397,0,0.0103092783505155,0.082815734989648,0,0,0.0163636363636364,0.00367309458218549,0.0616197183098592,0,0.0363924050632911,0.000919117647058824,0.00374531835205993,0.0127167630057803,0.0032258064516129,0.00208768267223382,0.0345744680851064,0.00184672206832872,0,0.00111982082866741,0,0,0,0.00695410292072323,0,0,0.00597014925373134,0,0.0066334991708126,0,0.00186393289841566,0,0.0185185185185185,0,0.00327868852459016,0,0.0710900473933649,0.00759493670886076,0,0.0027906976744186,0.00242130750605327,0.00426136363636364,0.0300261096605744,0,0.00150375939849624,0.00875656742556918,0.00304568527918782,0.00708502024291498,0.00432900432900433,0,0,0.0285714285714286,0.00232828870779977,0.00962695547533093,0.00108225108225108,0.0144092219020173,0.00650406504065041,0.0383912248628885,0.0105960264900662,0.00128369704749679,0.00842696629213483,0.0252707581227437,0,0.00797872340425532,0.00356718192627824,0.00554938956714761,0.000778210116731518,0.00657894736842105,0.00582750582750583,0.0210843373493976,0.0106132075471698,0.0686528497409326,0,0,0.00854700854700855,0.0230769230769231,0,0.0680628272251309,0.00210526315789474,0,0.00309278350515464,0,0.00520381613183001,0.0236220472440945,0.00921052631578947,0.00872093023255814,1,0,0.00297029702970297,0.0108564535585042,0,0.0147420147420147,0,0.0503355704697987,0.0442307692307692,0,0.0102564102564103,0,0,0.019047619047619,0.036101083032491,0,0.0153846153846154,0,0.0378657487091222,0.0518518518518519,0.0194174757281553,0,0.0078125,0,0.010126582278481,0
"FB90",0,0.003996003996004,0.00410172272354389,0.0147299509001637,0.000739644970414201,0.000793650793650794,0.000903342366757001,0.00196270853778214,0.00261096605744125,0.000954198473282443,0.0362116991643454,0.00337837837837838,0.015929203539823,0.000812347684809098,0.246957766642806,0,0.027511961722488,0.00279916025192442,0.00400266844563042,0.000640614990390775,0.00888888888888889,0.0146892655367232,0.359238699444885,0.00193423597678917,0.0269723533378287,0.0155038759689922,0.0199871050934881,0.00538461538461538,0.00370919881305638,0.0356940509915014,0.0312117503059976,0.0124320124320124,0.0101083032490975,0.00162074554294976,0.0101851851851852,0.0234234234234234,0.0192307692307692,0.02088772845953,0.00576923076923077,0.0040453074433657,0.0563165905631659,0,0.0253093363329584,0.00505050505050505,0.0203227734608488,0.000959692898272553,0.00451127819548872,0.00496102055279943,0.0271142672692059,0.00543478260869565,0,0.00936329588014981,0.0226700251889169,0.0215882806476484,0.00170357751277683,0.0163424124513619,0.00457875457875458,0.0463483146067416,0.0180305131761442,0.0542740841248304,0.00225563909774436,0.00402252614641995,0.000836120401337793,0.00360490266762797,0.00642857142857143,0.00447427293064877,0.00406779661016949,0.0072202166064982,0.0781440781440781,0.0417256011315417,0.0246995994659546,0.068042387060792,0.00287769784172662,0.00336247478143914,0.00243605359317905,0.0319444444444444,0.0290162774239207,0.0177059276366436,0.0325255102040816,0.00181983621474067,0.0120567375886525,0.0137090632140137,0.00323362974939369,0.0091324200913242,0.0584070796460177,0.0355526826115061,0.01573564122738,0.075812274368231,0.0118343195266272,0.00143472022955524,0.0232843137254902,0,1,0.0123304562268804,0.0360169491525424,0.00285171102661597,0.00288739172281039,0.000967117988394584,0,0,0,0,0.000966183574879227,0.000968992248062015,0.00284629981024668,0.0025,0.00482625482625483,0.00293542074363992,0.00191570881226054,0.00325732899022801,0.000836120401337793,0.000954198473282443,0,0.0019723865877712,0.00485908649173955,0,0.00100300902708124
"FB92",0,0,0.0158061116965227,0.0113519091847265,0.0148560817084494,0.00401203610832497,0.00118063754427391,0.00131578947368421,0.00224719101123596,0,0.00821018062397373,0.00432900432900433,0.0354107648725212,0.00309597523219814,0.00747790618626785,0.0219560878243513,0.0720588235294118,0.0398936170212766,0.0146699266503667,0.00773993808049536,0.233983286908078,0.0226364846870839,0.0160726764500349,0,0.00557324840764331,0.00596252129471891,0.0601443464314354,0.000956022944550669,0.0167441860465116,0.0221642764015645,0.00281491907107671,0.00192122958693564,0.00264084507042254,0.00618556701030928,0.00120481927710843,0.0147575544624034,0.00245700245700246,0.0179547228727557,0,0.0176348547717842,0.00266666666666667,0,0.0255905511811024,0.00214592274678112,0.0247875354107649,0.00384615384615385,0.000930232558139535,0.0293333333333333,0.0199233716475096,0.00193610842207164,0.00425079702444208,0.0187687687687688,0.0156366344005957,0.00282485875706215,0,0.000956937799043062,0.00119617224880383,0.0115131578947368,0.00750625521267723,0.00543900543900544,0.0160984848484848,0.00202839756592292,0,0.0198198198198198,0.0240641711229947,0.0149393090569561,0.038265306122449,0.00176522506619594,0.0279863481228669,0.0159128978224456,0.0103011093502377,0.0172095881991395,0.00710479573712256,0.0207125103562552,0.0531914893617021,0.0140612076095947,0.0187713310580205,0.00663507109004739,0.0179775280898876,0.00238379022646007,0.00690250215703192,0.00942507068803016,0.00512295081967213,0.00237247924080664,0.0072225869993434,0.00902255639097744,0.0207920792079208,0.0079155672823219,0.0166931637519873,0.00709219858156028,0.0239651416122004,0.00297029702970297,0.0123304562268804,1,0.0142857142857143,0.00252206809583859,0.00128040973111396,0,0.00201409869083585,0.0033003300330033,0.00130718954248366,0,0,0,0.00125628140703518,0.0064034151547492,0,0,0.00127388535031847,0.00517063081695967,0.00213903743315508,0.00381679389312977,0,0,0,0.00261096605744125,0
"FB93",0.00420609884332282,0,0.00766283524904215,0.00750938673341677,0.0154867256637168,0.00731707317073171,0,0.00687285223367698,0.0213675213675214,0,0.0154291224686596,0.0300957592339261,0.0263157894736842,0.0139949109414758,0.0323854660347551,0.00592417061611374,0.0174464710547185,0.00503524672708963,0.024904214559387,0.032051282051282,0.031277926720286,0.0149142431021626,0.0232,0,0.000919963201471941,0.006,0.0159433126660762,0.00229885057471264,0.0188679245283019,0.0116194625998548,0.00401606425702811,0.00462962962962963,0.00103842159916926,0.0152091254752852,0,0.0103503184713376,0.00671785028790787,0.00983899821109123,0.00163934426229508,0.00124223602484472,0.0247311827956989,0.00155038759689922,0.0161054172767204,0.00264200792602378,0.00792393026941363,0.00164744645799012,0.00334075723830735,0.0134020618556701,0.00609225413402959,0.00233100233100233,0.0185185185185185,0.0323144104803493,0.0294372294372294,0.00112485939257593,0,0.00461361014994233,0.00303030303030303,0.0153994225216554,0.00486381322957198,0.0294388224471021,0.00447427293064877,0.00494437577255871,0.00263157894736842,0.00630914826498423,0.0252631578947368,0.0235690235690236,0.00867888138862102,0.00734522560335782,0.0366043613707165,0.00972762645914397,0.0232558139534884,0.0171821305841924,0.0245726495726496,0.00955109837631328,0.00665004156275977,0.0757420675537359,0.0241206030150754,0.010250569476082,0.00851788756388416,0,0.022680412371134,0.0124293785310734,0.0228426395939086,0.0029940119760479,0.00517751479289941,0.011265164644714,0.00351699882766706,0.0304645849200305,0.030812324929972,0.0190880169671262,0.0206611570247934,0.0108564535585042,0.0360169491525424,0.0142857142857143,1,0.00161550888529887,0.00830564784053156,0,0.00490196078431373,0.00408719346049046,0.00169491525423729,0,0,0,0.00484652665589661,0.0118577075098814,0.00165289256198347,0.00340136054421769,0.00163934426229508,0.0114213197969543,0.0106100795755968,0.00326797385620915,0,0.00519031141868512,0.00167224080267559,0.00338409475465313,0
"HAIR",0,0.00636942675159236,0.0272479564032698,0,0,0,0.0155642023346304,0,0,0.0631578947368421,0.0015625,0,0,0,0.00336322869955157,0,0.00114942528735632,0,0,0,0,0,0.0023121387283237,0.0677966101694915,0.0029673590504451,0.00337837837837838,0.00136239782016349,0.0199556541019956,0.00198019801980198,0,0,0.0155902004454343,0.00363636363636364,0,0,0,0.00473186119873817,0.00139664804469274,0.0205128205128205,0.00767263427109974,0.00185185185185185,0,0,0.0146198830409357,0.00116414435389988,0,0.01875,0,0,0.0112866817155756,0,0,0,0.00843881856540084,0,0.00437636761487965,0,0.0046875,0.00161290322580645,0.00283687943262411,0,0.0335051546391753,0,0,0.0017825311942959,0,0.00157977883096367,0.00182815356489945,0.00327510917030568,0.00320512820512821,0,0.000937207122774133,0,0,0.0012531328320802,0,0,0,0.0012970168612192,0,0.00172711571675302,0,0.00254452926208651,0.0078125,0.00317796610169492,0.00666666666666667,0.00225733634311512,0.00426894343649947,0.00144717800289436,0,0.00121654501216545,0,0.00285171102661597,0.00252206809583859,0.00161550888529887,1,0,0.0681818181818182,0,0,0.0914634146341463,0,0.131736526946108,0.100591715976331,0,0,0.00518134715025907,0,0.087431693989071,0,0,0.00497512437810945,0.0448717948717949,0,0.00537634408602151,0,0.00666666666666667
"HBMB",0,0,0.00275482093663912,0.00263852242744063,0,0.0025,0,0.133802816901408,0.00689655172413793,0,0,0.00305810397553517,0.00349243306169965,0,0,0.00236406619385343,0.00116686114352392,0,0.0015527950310559,0,0.00137362637362637,0.00214132762312634,0.00234741784037559,0,0.00151057401812689,0,0.00277777777777778,0.00224215246636771,0.00203252032520325,0.00103412616339193,0,0,0.00185873605947955,0,0,0.00237529691211401,0,0.00142247510668563,0,0,0.0134357005758157,0,0.003125,0,0,0.0457142857142857,0,0.00179533213644524,0,0,0,0.00531208499335989,0.00131061598951507,0,0,0,0.107476635514019,0.00158982511923688,0,0.00579710144927536,0,0,0,0,0.0073394495412844,0.00205761316872428,0,0,0.00332225913621262,0.00163398692810458,0.0119940029985007,0,0,0,0,0.00320512820512821,0.0171232876712329,0,0,0,0.0106951871657754,0,0.00527704485488127,0.00409836065573771,0,0,0,0.00979325353645267,0.00295420974889217,0,0.00247524752475248,0.0147420147420147,0.00288739172281039,0.00128040973111396,0.00830564784053156,0,1,0,0.00253807106598985,0,0,0,0,0,0.165680473372781,0.00292397660818713,0,0.222222222222222,0,0,0,0,0,0.209302325581395,0,0,0
"HIQQ",0,0,0.0113314447592068,0,0,0,0.0126050420168067,0,0,0.733333333333333,0,0,0,0,0.00229095074455899,0,0,0,0,0,0,0.00107758620689655,0.00118203309692671,0.0304878048780488,0,0.00525394045534151,0,0.00227790432801822,0,0.00104166666666667,0.00245098039215686,0.0069284064665127,0.00377358490566038,0,0,0,0.00488599348534202,0,0.028735632183908,0,0,0,0,0.00615384615384615,0.00119189511323004,0,0.00860215053763441,0,0,0.00469483568075117,0,0,0,0.00218818380743982,0.00651465798045603,0,0,0.00160771704180064,0.00333889816360601,0.00585651537335286,0,0.0106100795755968,0,0,0,0,0,0,0.00111358574610245,0.00165289256198347,0.00149925037481259,0.000955109837631328,0,0,0,0,0,0.00220264317180617,0,0,0,0,0,0.00421940928270042,0,0,0,0.00436205016357688,0,0,0,0,0.000967117988394584,0,0,0.0681818181818182,0,1,0,0,0.0258064516129032,0,0.0368098159509202,0.0440251572327044,0,0,0,0,0.0529411764705882,0,0,0,0.036231884057971,0,0,0,0.00769230769230769
"IKN2",0,0,0.012280701754386,0.0331010452961672,0.0202312138728324,0.225548902195609,0,0,0.0120240480961924,0,0.00238379022646007,0.00557620817843866,0.00655430711610487,0.0335689045936396,0,0.0208333333333333,0.00563380281690141,0,0.0275449101796407,0.00219058050383352,0.00426439232409382,0.0195208518189885,0,0,0,0,0.00429645542427497,0,0.0114613180515759,0.0085397096498719,0,0.00305810397553517,0,0.00340715502555366,0,0.0018957345971564,0,0.00769230769230769,0,0.00337837837837838,0.0027063599458728,0.014018691588785,0.00598802395209581,0,0.004739336492891,0,0,0.0144736842105263,0.00747065101387407,0,0.0108695652173913,0.0104166666666667,0.0145379023883697,0.0119402985074627,0,0,0.00671140939597315,0,0.0110837438423645,0.0011037527593819,0.0362537764350453,0.0134907251264755,0.165254237288136,0.0275862068965517,0.00793650793650794,0.0115606936416185,0.0283600493218249,0,0,0,0.00225733634311512,0.00237154150197628,0,0.00237247924080664,0.0256673511293634,0.002389486260454,0.0150943396226415,0,0,0,0.00515463917525773,0.00146412884333821,0.0241379310344828,0,0,0,0,0.00087719298245614,0.0113378684807256,0.00672043010752688,0.00589970501474926,0.0503355704697987,0,0.00201409869083585,0.00490196078431373,0,0.00253807106598985,0,1,0.109936575052854,0,0.010752688172043,0,0,0.00244498777506112,0.0451127819548872,0,0,0,0.0409252669039146,0.0338345864661654,0.0229007633587786,0,0,0,0.016,0
"JOSC",0,0,0.0122950819672131,0.0179640718562874,0.00972447325769854,0.0792682926829268,0,0,0.00956937799043062,0,0.00264550264550265,0,0.00100908173562059,0.0244897959183673,0,0.0036231884057971,0.00304568527918782,0,0.0104302477183833,0.0060459492140266,0.00821596244131455,0.0123456790123457,0.00101729399796541,0,0,0,0.00471698113207547,0,0.00322061191626409,0.00182481751824818,0.0010482180293501,0,0,0.00396825396825397,0,0.00205761316872428,0.00132802124833997,0.00846432889963724,0,0,0,0.00573065902578797,0.00275229357798165,0,0.00721649484536083,0,0,0.00584795321637427,0.00466744457409568,0.00177304964539007,0.0106382978723404,0.00339366515837104,0.00675675675675676,0.00676818950930626,0,0,0.00273224043715847,0.00131752305665349,0.00957592339261286,0.0024330900243309,0.0185810810810811,0.0058252427184466,0.119904076738609,0.0137825421133231,0.00147492625368732,0,0.0121293800539084,0.00301659125188537,0.00193423597678917,0,0.00124378109452736,0.00253807106598985,0.00911854103343465,0,0.0132743362831858,0.008,0.00835654596100279,0,0,0.0027027027027027,0.011611030478955,0,0.0138888888888889,0,0,0,0.00178571428571429,0.0028436018957346,0.00998751560549313,0.0075642965204236,0.00427350427350427,0.0442307692307692,0,0.0033003300330033,0.00408719346049046,0,0,0,0.109936575052854,1,0,0,0,0,0.00306748466257669,0.0327510917030568,0,0,0.00317460317460317,0.0286885245901639,0.0241228070175439,0.00949367088607595,0,0,0,0.00336700336700337,0
"LDMA",0,0.0078125,0.00288184438040346,0.00275482093663912,0,0,0,0,0,0.0297619047619048,0,0,0,0,0,0,0.00118906064209275,0,0,0,0,0,0,0.0126582278481013,0,0,0,0.00700934579439252,0,0.0010515247108307,0,0.0166666666666667,0.00191570881226054,0,0,0,0.00164744645799012,0,0.0365853658536585,0,0,0,0,0.0127388535031847,0,0,0.010989010989011,0,0,0.00963855421686747,0,0,0,0.0135440180586907,0,0,0,0,0,0.00147710487444609,0,0.0136239782016349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224719101123596,0,0,0,0,0,0,0.00109051254089422,0.00137931034482759,0,0,0,0,0,0,0,0.00130718954248366,0.00169491525423729,0.0914634146341463,0,0.0258064516129032,0,0,1,0,0.126760563380282,0.0979020979020979,0,0,0.00609756097560976,0,0.0429447852760736,0,0,0,0.0634920634920635,0,0.00636942675159236,0,0
