IndividualsFID,Alias,Sex,BirthYear,DeathYear,Mom,FirstSighted,FirstSighted_Begin1993,LastSighted_End2014,HI_Indiv,Year_Confirmed,First_HI_Type,HI_Injury,Year_of_Injury,Injury_Type
4013,F260,Male,2008,NA,F231,09-Jun-08,09-Jun-08,21-May-10,0,NA,NA,0,NA,NA
3863,F262,Male,2006,NA,FB25,18-May-06,18-May-06,03-Dec-14,1,2009,"A, D",0,NA,NA
4021,F264,Male,2008,NA,F127,24-Jun-08,24-Jun-08,26-Dec-14,1,2011,P,0,NA,NA
3947,F266,Male,2007,NA,FB79,09-May-07,09-May-07,03-Dec-14,1,2007,P,0,NA,NA
3015,F268,Male,1993,NA,NA,09-Dec-99,09-Dec-99,11-Dec-14,0,NA,NA,1,2011-2014,entanglement
4053,F270,Male,2009,NA,FB90,14-Jul-09,14-Jul-09,11-Dec-14,1,2014,H,0,NA,NA
4059,F272,Male,2009,NA,F155,17-Aug-09,17-Aug-09,04-Dec-14,1,2013,A,0,NA,NA
4090,F274,Male,2010,NA,F113,02-Jun-10,02-Jun-10,01-Dec-14,1,2014,P,1,2012,boat strike
1786,F276,Male,1992,2020,FB35,19-Aug-92,19-Apr-93,03-Dec-14,1,2006,A,0,NA,NA
4069,F278,Male,2010,NA,FB07,06-May-10,06-May-10,04-Dec-14,0,NA,NA,0,NA,NA
4093,F280,Male,2010,2017,F187,15-Jun-10,15-Jun-10,04-Dec-14,0,NA,NA,0,NA,NA
4022,F282,Male,2008,NA,FB33,24-Jun-08,24-Jun-08,01-Dec-14,0,NA,NA,1,<2013,entanglement
4865,F284,Male,2011,NA,FB27,06-Jun-11,06-Jun-11,26-Dec-14,1,2014,P,0,NA,NA
3681,F301,Female,NA,NA,NA,26-Feb-03,26-Feb-03,16-Sep-06,1,2004,F,1,2003,entanglement
1077,FANT,Male,NA,1996,NA,13-Aug-90,18-Aug-93,12-Dec-94,0,NA,NA,0,NA,NA
3161,FAST,NA,NA,NA,NA,13-Aug-01,13-Aug-01,22-Aug-01,0,NA,NA,0,NA,NA
1489,FB01,Female,1991,2003,FB43,07-Jun-91,20-Jan-93,10-Jun-03,0,NA,NA,0,NA,NA
1499,FB02,Male,1991,NA,FB59,19-Jun-91,01-Mar-93,04-Dec-14,1,2002,P,0,NA,NA
855,FB03,Female,1989,NA,FB19,27-Jun-89,29-Jan-93,25-Jun-03,1,1996,P,1,1996,entanglement
14,FB05,Female,1963,2009,NA,18-Mar-71,11-Jan-93,14-May-09,1,1990,C,0,NA,NA
513,FB06,Male,1984,2006,FB71,23-Jul-84,06-Jul-93,22-May-06,1,2006,A,1,"<2001, 2006","entanglement, ingestion"
505,FB07,Female,1984,NA,FB84,29-Jun-84,05-Feb-93,04-Dec-14,1,1991,A,0,NA,NA
441,FB08,Male,1983,NA,FB45,21-Jul-83,09-Feb-93,09-Feb-93,0,NA,NA,0,NA,NA
509,FB09,Female,1984,2009,FB63,12-Jul-84,05-Feb-93,02-Jun-09,1,1996,P,1,1996,boat strike
190,FB10,Male,1981,NA,FB63,21-Sep-81,04-Feb-93,10-Nov-14,0,NA,NA,0,NA,NA
517,FB11,Female,1984,NA,FB19,14-Sep-84,05-Feb-93,11-Dec-14,1,2014,A,1,1985,entanglement
94,FB12,Male,1959,NA,NA,22-Sep-80,29-Jan-93,27-Aug-96,0,NA,NA,0,NA,NA
34,FB13,Female,1959,2009,NA,01-Aug-75,05-Feb-93,16-Jun-09,0,NA,NA,0,NA,NA
498,FB14,Male,1973,NA,NA,21-Jun-84,22-Jan-93,25-May-07,0,NA,NA,1,<1992,entanglement
214,FB15,Female,1950,NA,NA,16-May-82,20-Jan-93,26-Dec-14,1,1988,H,0,NA,NA
15,FB17,Female,1961,NA,NA,25-Mar-71,18-May-93,17-Jul-06,1,2006,A,0,NA,NA
53,FB19,Female,1944,1994,NA,08-May-76,29-Jan-93,15-Nov-93,0,NA,NA,0,NA,NA
845,FB20,Male,1989,NA,F111,31-May-89,05-Feb-93,04-Dec-14,1,2005,P,1,<1991,entanglement
1037,FB23,Female,1989,NA,FB15,23-Jan-90,20-Jan-93,03-Jul-96,0,NA,NA,0,NA,NA
1000,FB24,Male,1989,NA,FB35,05-Oct-89,19-Apr-93,21-Oct-98,0,NA,NA,0,NA,NA
500,FB25,Female,1978,NA,NA,22-Jun-84,05-Feb-93,26-Dec-14,0,NA,NA,0,NA,NA
3,FB26,Male,1957,NA,NA,03-Oct-70,03-Jun-93,31-Jul-01,0,NA,NA,0,NA,NA
67,FB27,Female,1978,2023,NA,02-Apr-80,22-Jan-93,26-Dec-14,1,1996,A,0,NA,NA
16,FB28,Male,1965,2015,NA,25-Mar-71,05-Feb-93,01-Dec-14,1,2012,"A, C",1,2007,entanglement
50,FB29,Female,1963,1998,NA,16-Apr-76,20-Jan-93,30-Jun-98,1,1991,P,1,1998,ingestion
84,FB32,Male,1980,NA,FB05,20-Sep-80,09-Feb-93,25-Oct-02,0,NA,NA,1,<1986,entanglement
217,FB33,Female,1982,NA,FB51,18-May-82,05-Feb-93,11-Dec-14,1,2013,P,0,NA,NA
90,FB34,Male,1975,NA,FB73,21-Sep-80,03-Jun-93,18-Aug-95,0,NA,NA,0,NA,NA
111,FB35,Female,1956,2014,NA,26-Sep-80,19-Apr-93,21-May-14,1,1987,A,1,"<1984, 2014","entanglement, ingestion"
44,FB36,Male,1972,2011,NA,16-Dec-75,11-Jan-93,14-Sep-11,0,NA,NA,0,NA,NA
70,FB38,Male,1974,1999,NA,06-Apr-80,11-Jan-93,19-Nov-99,1,1987,X,1,<1992,entanglement
507,FB39,Female,1980,NA,NA,03-Jul-84,17-Jun-93,07-Nov-96,0,NA,NA,0,NA,NA
63,FB41,Female,1959,1995,NA,24-Jul-76,11-Jan-93,21-Aug-95,1,1991,A,1,1995,ingestion
64,FB43,Female,1966,NA,NA,24-Jul-76,20-Jan-93,18-May-12,1,2008,A,0,NA,NA
99,FB44,Male,1973,2018,NA,24-Sep-80,29-Jan-93,13-Nov-14,1,2006,A,0,NA,NA
510,FB46,Male,1978,NA,NA,17-Jul-84,04-Feb-93,13-May-03,0,NA,NA,0,NA,NA
154,FB48,Male,1959,NA,NA,20-Dec-80,08-Feb-93,10-Aug-09,0,NA,NA,1,1991-2000,entanglement
35,FB51,Female,1941,NA,NA,01-Aug-75,20-Jan-93,05-Aug-93,1,1988,H,1,1993,boat strike
544,FB53,Female,1986,NA,FB57,19-Jun-86,22-Jan-93,17-Dec-93,1,1991,A,0,NA,NA
36,FB54,Female,1971,NA,NA,01-Aug-75,20-Jan-93,04-Dec-14,1,2002,P,0,NA,NA
545,FB55,Female,1986,NA,FB05,19-Jun-86,11-Jan-93,11-Dec-14,1,1990,C,0,NA,NA
10,FB57,Female,1952,1996,NA,12-Nov-70,22-Jan-93,05-Aug-96,1,1991,A,0,NA,NA
5,FB58,Male,1964,NA,NA,05-Oct-70,08-Jul-93,17-Jun-04,0,NA,NA,0,NA,NA
54,FB59,Female,1974,2003,FB19,08-May-76,01-Mar-93,14-Jan-03,0,NA,NA,0,NA,NA
8,FB60,Male,1960,NA,NA,22-Oct-70,05-Feb-93,11-Nov-96,0,NA,NA,0,NA,NA
55,FB62,Male,1973,NA,FB63,08-May-76,29-Jan-93,11-Feb-97,0,NA,NA,0,NA,NA
56,FB63,Female,1954,2008,NA,08-May-76,05-Feb-93,08-Oct-08,1,1991,P,0,NA,NA
416,FB65,Female,1983,NA,FB67,22-Jun-83,05-Feb-93,13-Nov-14,1,1996,A,0,NA,NA
85,FB66,Male,1976,2013,NA,20-Sep-80,22-Jan-93,15-Jul-13,1,2007,"A, C, D",1,2013,boat strike
531,FB68,Male,1976,2009,NA,24-Jun-85,24-Sep-93,26-Sep-08,1,2006,D,1,2009,ingestion
195,FB70,Male,NA,NA,NA,22-Sep-81,25-Jul-96,13-Jun-02,0,NA,NA,0,NA,NA
22,FB71,Female,1961,NA,NA,27-Jul-71,20-Jan-93,24-Jun-96,1,1991,P,0,NA,NA
120,FB73,Female,NA,NA,NA,28-Sep-80,25-May-93,18-Sep-02,0,NA,NA,0,NA,NA
219,FB75,Female,1974,2006,NA,18-May-82,04-Feb-93,20-Apr-06,1,1991,A,1,2006,ingestion
86,FB76,Male,1977,NA,NA,20-Sep-80,22-Jan-93,03-Sep-05,0,NA,NA,1,<1985,entanglement
116,FB78,Male,1972,2015,NA,27-Sep-80,20-Jan-93,05-Dec-14,1,2005,B,1,1983,boat strike
532,FB79,Female,1979,2022,NA,25-Jun-85,05-Feb-93,26-Dec-14,1,2001,A,0,NA,NA
112,FB83,Female,1950,NA,NA,26-Sep-80,01-Mar-93,14-Oct-04,0,NA,NA,0,NA,NA
32,FB84,Female,1958,NA,NA,01-Jun-75,14-Feb-93,25-Oct-02,1,2000,P,0,NA,NA
113,FB87,Female,1977,NA,NA,26-Sep-80,07-Jul-93,13-Nov-14,1,2009,A,0,NA,NA
178,FB89,Female,1971,2011,NA,30-Jun-81,13-Aug-97,30-Aug-10,0,NA,NA,0,NA,NA
43,FB90,Female,1970,NA,NA,15-Dec-75,20-Jan-93,11-Dec-14,1,2014,H,0,NA,NA
571,FB92,Male,1988,NA,FB84,16-Jun-88,20-Jan-93,26-Dec-14,1,1992,P,1,<1992,entanglement
530,FB93,Female,1985,2012,FB35,20-Jun-85,20-Jan-93,06-Dec-12,1,1987,A,1,2012,ingestion
30,FB94,Male,1970,NA,NA,28-Apr-75,22-Jan-93,29-Jul-04,0,NA,NA,1,<1984,entanglement
95,FB96,Male,1958,2001,NA,22-Sep-80,11-Jan-93,22-May-01,1,1994,A,1,2001,ingestion
96,FB98,Male,1953,1995,NA,22-Sep-80,11-Jan-93,24-May-95,1,1994,A,0,NA,NA
896,FB99,Female,1987,2005,NA,11-Sep-89,15-Sep-93,10-Mar-05,0,NA,NA,0,NA,NA
1052,FEAT,Probable Female,NA,NA,NA,05-Jul-90,16-Nov-93,08-Jun-10,0,NA,NA,0,NA,NA
2061,FINS,NA,NA,NA,NA,15-Sep-93,15-Sep-93,11-Sep-06,0,NA,NA,0,NA,NA
3082,FIRE,NA,NA,NA,BTLE,25-Aug-00,25-Aug-00,25-Aug-00,0,NA,NA,0,NA,NA
1537,FJSL,NA,NA,NA,NA,12-Aug-91,14-Jun-93,06-Nov-08,0,NA,NA,0,NA,NA
913,FLBB,NA,NA,NA,NA,13-Sep-89,14-Sep-93,25-Jun-07,0,NA,NA,0,NA,NA
1511,FLCR,NA,NA,NA,NA,19-Jul-91,08-Jun-93,01-Dec-09,0,NA,NA,0,NA,NA
3753,FLDG,NA,NA,NA,NA,06-Jul-04,06-Jul-04,06-Aug-05,0,NA,NA,0,NA,NA
1512,FLEA,NA,NA,NA,NA,19-Jul-91,19-Nov-97,01-Dec-09,0,NA,NA,0,NA,NA
172,FLTP,Female,NA,1996,NA,23-May-81,25-Jul-96,25-Jul-96,0,NA,NA,1,1996,boat strike
1709,FNIS,NA,NA,NA,NA,03-Oct-91,20-Sep-93,12-May-09,0,NA,NA,0,NA,NA
5218,FRGG,Female,NA,2011,NA,08-Sep-10,08-Sep-10,13-Feb-11,0,NA,NA,0,NA,NA
3543,FRGI,NA,NA,NA,NA,15-Jul-03,15-Jul-03,07-Nov-13,0,NA,NA,0,NA,NA
5010,FRN2,NA,NA,NA,FRNG,06-May-10,06-May-10,17-Jun-11,0,NA,NA,0,NA,NA
4987,FRN3,NA,NA,NA,FRNG,15-Jun-12,15-Jun-12,06-Aug-14,0,NA,NA,0,NA,NA
3824,FRNC,NA,NA,NA,FRNG,10-Aug-05,10-Aug-05,11-Aug-08,0,NA,NA,0,NA,NA
3062,FRNG,Female,NA,NA,NA,08-Aug-00,08-Aug-00,06-Aug-14,0,NA,NA,0,NA,NA
5470,FRNZ,NA,NA,NA,NA,11-Apr-14,11-Apr-14,06-Aug-14,0,NA,NA,0,NA,NA
4950,FRPT,NA,NA,NA,NA,17-Sep-12,17-Sep-12,17-Sep-12,0,NA,NA,0,NA,NA
1118,FTHS,NA,NA,NA,NA,16-Aug-90,15-Jun-93,21-Jun-06,0,NA,NA,0,NA,NA
1078,FTLB,NA,NA,NA,NA,13-Aug-90,24-Sep-99,24-Sep-99,0,NA,NA,0,NA,NA
3761,FUDD,NA,NA,NA,NA,26-Jul-04,26-Jul-04,01-Apr-14,0,NA,NA,0,NA,NA
4039,FZJ1,NA,2008,NA,FZJS,05-Nov-08,05-Nov-08,08-Oct-14,0,NA,NA,0,NA,NA
4871,FZJ2,NA,NA,NA,FZJS,05-Nov-12,05-Nov-12,20-Aug-13,0,NA,NA,0,NA,NA
3758,FZJS,Probable Female,NA,NA,NA,22-Jul-04,22-Jul-04,18-Jul-14,0,NA,NA,0,NA,NA
5373,GLOS,NA,NA,NA,NA,02-Dec-13,02-Dec-13,02-Dec-13,0,NA,NA,0,NA,NA
5122,GPHK,NA,NA,NA,NA,13-Jun-11,13-Jun-11,09-Sep-14,0,NA,NA,0,NA,NA
5101,GPPY,NA,NA,NA,NA,25-Mar-04,25-Mar-04,21-Jun-06,0,NA,NA,0,NA,NA
2249,GRC1,NA,NA,NA,NA,21-Jun-95,21-Jun-95,21-Jun-95,0,NA,NA,0,NA,NA
2250,GRC2,NA,NA,NA,NA,21-Jun-95,21-Jun-95,21-Jun-95,0,NA,NA,0,NA,NA
4915,GRGO,Male,NA,NA,NA,11-Jul-11,11-Jul-11,08-Oct-14,0,NA,NA,0,NA,NA
2765,GRPS,NA,NA,NA,NA,19-Nov-97,19-Nov-97,18-Jul-03,0,NA,NA,0,NA,NA
3748,GRW1,NA,NA,NA,GRWW,24-Jun-04,24-Jun-04,12-Oct-05,0,NA,NA,0,NA,NA
4011,GRW2,NA,2007,NA,GRWW,05-Jun-08,05-Jun-08,02-Sep-14,0,NA,NA,0,NA,NA
5320,GRW3,NA,NA,NA,GRWW,05-Sep-13,05-Sep-13,06-Sep-13,0,NA,NA,0,NA,NA
3349,GRWW,Female,NA,NA,NA,30-May-02,30-May-02,06-Sep-13,0,NA,NA,0,NA,NA
3965,GSKN,NA,NA,NA,NA,25-Jun-07,25-Jun-07,25-Jun-07,0,NA,NA,0,NA,NA
863,GTFG,NA,NA,NA,NA,07-Sep-89,08-Oct-93,12-Jun-08,0,NA,NA,0,NA,NA
2234,GWEN,Probable Female,NA,NA,NA,01-May-95,01-May-95,24-Mar-99,0,NA,NA,0,NA,NA
2962,GWNC,NA,NA,NA,GWEN,14-Aug-98,14-Aug-98,14-Aug-98,0,NA,NA,0,NA,NA
3398,HAAK,NA,NA,NA,NA,03-Sep-02,03-Sep-02,05-Mar-14,1,2010,P,0,NA,NA
735,HAIR,Female,NA,NA,NA,27-Sep-88,17-Jun-93,11-Dec-14,0,NA,NA,0,NA,NA
3067,HAMM,Female,NA,NA,NA,17-Aug-00,17-Aug-00,20-Jun-06,0,NA,NA,0,NA,NA
3465,HAN2,NA,<2002,NA,NA,23-Oct-02,23-Oct-02,29-Mar-04,0,NA,NA,0,NA,NA
2572,HANC,NA,NA,NA,HANG,01-Jul-97,01-Jul-97,15-May-98,0,NA,NA,0,NA,NA
2573,HANG,Probable Female,NA,NA,NA,01-Jul-97,01-Jul-97,19-Nov-04,0,NA,NA,0,NA,NA
2998,HAWC,NA,1999,NA,F237,22-Jun-99,22-Jun-99,07-Nov-03,0,NA,NA,0,NA,NA
3151,HBM1,NA,2001,NA,NA,31-May-01,31-May-01,30-Jul-03,0,NA,NA,0,NA,NA
3841,HBM2,Male,2004?,NA,HBMB,09-Nov-05,09-Nov-05,14-Dec-09,0,NA,NA,0,NA,NA
4051,HBM3,NA,2009,NA,HBMB,02-Jun-09,02-Jun-09,01-Aug-14,0,NA,NA,0,NA,NA
5047,HBM4,NA,NA,NA,HBMB,12-Jun-13,12-Jun-13,13-Nov-14,0,NA,NA,0,NA,NA
1026,HBMB,Probable Female,NA,NA,NA,12-Oct-89,04-Oct-93,13-Nov-14,0,NA,NA,0,NA,NA
617,HBUT,NA,NA,NA,NA,16-Sep-88,17-Sep-93,12-Jan-01,0,NA,NA,0,NA,NA
4032,HDMM,NA,NA,NA,NA,11-Aug-08,11-Aug-08,08-Oct-08,0,NA,NA,0,NA,NA
3749,HDSK,NA,NA,NA,NA,24-Jun-04,24-Jun-04,25-Jun-04,0,NA,NA,0,NA,NA
1509,HFFR,NA,NA,NA,NA,12-Jul-91,18-May-93,19-Oct-93,0,NA,NA,0,NA,NA
1958,HFLT,NA,NA,NA,NA,17-Aug-93,17-Aug-93,09-Aug-07,0,NA,NA,0,NA,NA
1839,HILB,Male,NA,NA,NA,02-Sep-92,04-Jun-97,18-May-12,0,NA,NA,0,NA,NA
2209,HIPC,NA,<1995,NA,HIPM,15-Mar-95,15-Mar-95,15-Mar-95,0,NA,NA,0,NA,NA
2210,HIPM,Probable Female,NA,NA,NA,15-Mar-95,15-Mar-95,09-Mar-07,0,NA,NA,0,NA,NA
143,HIQQ,Male,NA,NA,NA,02-Oct-80,05-Feb-93,15-Sep-14,0,NA,NA,0,NA,NA
1001,HITS,Male,NA,NA,NA,05-Oct-89,17-Jun-93,11-Dec-14,0,NA,NA,0,NA,NA
4049,HLP3,NA,2009,2009,HAIR,26-May-09,26-May-09,26-May-09,0,NA,NA,0,NA,NA
4097,HLP4,Male,2010,NA,HAIR,05-Aug-10,05-Aug-10,11-Dec-14,0,NA,NA,0,NA,NA
3042,HLPC,NA,2000,NA,HAIR,09-Jul-00,09-Jul-00,15-Sep-14,0,NA,NA,0,NA,NA
5071,HML2,Male,NA,2021,HMLT,08-Jul-13,08-Jul-13,13-Nov-14,0,NA,NA,0,NA,NA
3848,HMLC,NA,<2006,NA,HMLT,27-Mar-06,27-Mar-06,22-May-14,0,NA,NA,0,NA,NA
883,HMLS,NA,NA,NA,NA,09-Sep-89,19-Apr-95,06-Jun-95,0,NA,NA,0,NA,NA
3008,HMLT,Probable Female,<1989,NA,TSMV,25-Aug-99,25-Aug-99,13-Nov-14,0,NA,NA,0,NA,NA
3823,HMMC,NA,2005,NA,HMMM,29-Jul-05,29-Jul-05,04-Aug-05,0,NA,NA,0,NA,NA
2640,HMMM,Female,NA,NA,NA,12-Sep-97,12-Sep-97,04-Aug-05,0,NA,NA,0,NA,NA
2596,HMTN,NA,NA,NA,NA,12-Aug-97,12-Aug-97,16-Aug-10,0,NA,NA,0,NA,NA
4004,HNB2,NA,NA,NA,HNBT,29-May-08,29-May-08,22-May-14,0,NA,NA,0,NA,NA
1418,HNBC,NA,1990,NA,HNBT,02-Oct-90,22-Sep-93,22-Sep-93,0,NA,NA,0,NA,NA
715,HNBT,Probable Female,NA,NA,NA,23-Sep-88,18-May-93,16-Aug-10,0,NA,NA,0,NA,NA
2200,HNSC,NA,NA,NA,NA,20-Oct-94,20-Oct-94,05-Jul-00,0,NA,NA,0,NA,NA
3885,HOK1,NA,NA,NA,HOKA,24-Jul-06,24-Jul-06,07-Aug-14,0,NA,NA,0,NA,NA
5550,HOK2,Male,NA,NA,HOKA,06-Nov-08,06-Nov-08,01-Aug-14,0,NA,NA,0,NA,NA
2655,HOKA,Probable Female,NA,NA,NA,23-Sep-97,23-Sep-97,12-Jun-13,0,NA,NA,0,NA,NA
3148,HOOV,NA,NA,NA,NA,23-Apr-01,23-Apr-01,23-Apr-01,0,NA,NA,0,NA,NA
4043,HOV2,Male,<2009,NA,HOVA,09-Feb-09,09-Feb-09,13-Nov-14,0,NA,NA,0,NA,NA
3796,HOVA,Female,NA,2014,NA,19-Nov-04,19-Nov-04,10-Jan-14,0,NA,NA,0,NA,NA
3822,HOVC,Probable Male,2005,NA,HOVA,27-Jul-05,27-Jul-05,13-Nov-14,0,NA,NA,0,NA,NA
1920,HOWL,NA,NA,NA,NA,18-May-93,18-May-93,23-Sep-93,0,NA,NA,0,NA,NA
3361,HPLA,Probable Female,NA,NA,NA,13-Jun-02,13-Jun-02,16-Aug-10,0,NA,NA,0,NA,NA
5192,HRDM,NA,NA,NA,NA,03-May-11,03-May-11,03-May-11,0,NA,NA,0,NA,NA
1425,HSMS,Probable Female,NA,NA,NA,08-Oct-90,29-Jun-93,15-Sep-95,0,NA,NA,0,NA,NA
2563,HSN2,NA,<1997,NA,HSNS,21-Apr-97,21-Apr-97,19-Aug-98,0,NA,NA,0,NA,NA
4000,HSN3,NA,2008,NA,HSNS,27-May-08,27-May-08,06-Aug-14,0,NA,NA,0,NA,NA
4899,HSN4,NA,2012,NA,HSNS,05-Sep-12,05-Sep-12,07-Aug-14,0,NA,NA,0,NA,NA
1014,HSNC,NA,1989,NA,HSNS,09-Oct-89,27-May-93,06-Jul-93,0,NA,NA,0,NA,NA
464,HSNS,Probable Female,NA,NA,NA,25-Jul-83,27-May-93,07-Aug-14,0,NA,NA,0,NA,NA
2974,HUCK,NA,NA,NA,NA,21-Apr-99,21-Apr-99,16-Apr-13,0,NA,NA,0,NA,NA
3152,HUEY,NA,NA,NA,NA,31-May-01,31-May-01,15-Jul-03,0,NA,NA,0,NA,NA
1027,HVMS,Male,NA,NA,NA,12-Oct-89,06-Feb-93,13-Nov-14,0,NA,NA,0,NA,NA
3736,HWK2,NA,2004,NA,F237,08-Jun-04,08-Jun-04,13-Jul-06,0,NA,NA,0,NA,NA
3978,HWK3,Female,2007,NA,F237,08-Aug-07,08-Aug-07,13-Nov-14,1,2014,A,0,NA,NA
2568,IKN2,Male,1997,NA,IKNO,30-Jun-97,30-Jun-97,29-Nov-14,1,2006,B,0,NA,NA
2283,IKNC,NA,NA,NA,IKNO,27-Feb-96,27-Feb-96,27-Feb-96,0,NA,NA,0,NA,NA
1972,IKNO,Female,1981,2001,NA,18-Aug-93,18-Aug-93,30-Aug-01,0,NA,NA,1,2001,boat strike
3943,J001,Male,NA,NA,NA,08-Feb-07,08-Feb-07,02-Oct-14,0,NA,NA,0,NA,NA
5022,J007,NA,NA,NA,NA,03-Jun-10,03-Jun-10,21-May-13,0,NA,NA,0,NA,NA
4148,JADE,NA,NA,NA,NA,23-Feb-10,23-Feb-10,18-May-12,0,NA,NA,0,NA,NA
452,JAGG,NA,NA,NA,NA,22-Jul-83,18-May-93,17-May-96,0,NA,NA,0,NA,NA
2877,JAGR,Male,NA,NA,NA,17-Jun-98,17-Jun-98,07-Nov-13,0,NA,NA,0,NA,NA
5312,JAMM,NA,NA,NA,PNTB,15-Aug-08,15-Aug-08,03-Dec-14,0,NA,NA,0,NA,NA
144,JAWS,NA,NA,NA,NA,02-Oct-80,02-Jul-93,16-Jun-95,0,NA,NA,0,NA,NA
2289,JBA2,NA,<1996,NA,JBAK,17-May-96,17-May-96,29-Sep-97,0,NA,NA,0,NA,NA
1057,JBAC,NA,1991,NA,JBAK,10-Jul-90,10-Sep-93,10-Sep-93,0,NA,NA,0,NA,NA
1002,JBAK,Female,NA,2017,NA,05-Oct-89,10-Sep-93,06-Sep-13,0,NA,NA,0,NA,NA
4033,JELY,NA,NA,NA,NA,15-Aug-08,15-Aug-08,15-Aug-08,0,NA,NA,0,NA,NA
3467,JETY,Male,<1997,2018,SCSM,03-Oct-97,03-Oct-97,13-Nov-14,1,2008,F,0,NA,NA
4026,JGL1,NA,2008,NA,JGLD,05-Aug-08,05-Aug-08,18-Nov-09,0,NA,NA,0,NA,NA
5447,JGL2,NA,NA,NA,JGLD,01-Apr-14,01-Apr-14,02-Sep-14,0,NA,NA,0,NA,NA
3929,JGLD,Probable Female,NA,NA,NA,29-Sep-06,29-Sep-06,02-Sep-14,0,NA,NA,0,NA,NA
825,JIG3,Male,NA,NA,NA,11-Oct-88,18-May-93,12-Jun-12,0,NA,NA,0,NA,NA
3797,JOJO,NA,NA,NA,NA,07-Dec-04,07-Dec-04,09-Nov-11,0,NA,NA,0,NA,NA
2567,JOSC,Male,1997,2013,JOSE,20-Jun-97,20-Jun-97,04-Feb-13,1,2010,A,0,NA,NA
2304,JOSE,Female,1972,2006,NA,14-Jun-96,14-Jun-96,27-Mar-06,0,NA,N,1,2006,ingestion
730,KMBT,NA,NA,NA,NA,25-Sep-88,18-May-93,19-Apr-95,0,NA,NA,0,NA,NA
716,KMSN,NA,NA,NA,NA,23-Sep-88,10-Feb-93,29-Jun-94,0,NA,NA,0,NA,NA
2781,KNIK,NA,NA,NA,NA,14-Jan-98,14-Jan-98,18-Oct-99,0,NA,NA,0,NA,NA
2831,KNNC,NA,NA,NA,KNNN,14-May-98,14-May-98,22-Sep-08,0,NA,NA,0,NA,NA
2235,KNNN,Probable Female,NA,NA,NA,01-May-95,01-May-95,13-Aug-13,0,NA,NA,0,NA,NA
76,KNOB,Probable Female,NA,NA,NA,19-Sep-80,23-Jun-93,29-Jul-97,0,NA,NA,0,NA,NA
3552,KNOR,NA,NA,NA,NA,12-Aug-03,12-Aug-03,11-Sep-06,0,NA,NA,0,NA,NA
3155,KNSY,NA,NA,NA,NA,18-Jun-01,18-Jun-01,25-Oct-01,0,NA,NA,0,NA,NA
2782,KOKO,Probable Female,NA,NA,NA,14-Jan-98,14-Jan-98,08-Oct-14,0,NA,NA,0,NA,NA
4913,KRSN,NA,NA,NA,NA,16-Dec-11,16-Dec-11,07-Aug-14,1,2012,P,0,NA,NA
3821,L108,NA,NA,NA,NA,25-Jul-05,25-Jul-05,19-May-14,0,NA,NA,0,NA,NA
1540,L160,NA,NA,NA,NA,12-Aug-91,22-Sep-93,16-Aug-10,0,NA,NA,0,NA,NA
805,LACH,NA,NA,NA,NA,05-Oct-88,14-Jan-97,13-Nov-01,0,NA,NA,0,NA,NA
2287,LAT2,NA,NA,NA,NA,16-May-96,16-May-96,24-Apr-02,0,NA,NA,0,NA,NA
1374,LB2N,NA,NA,NA,NA,18-Sep-90,20-Jul-93,11-Aug-93,0,NA,NA,0,NA,NA
1516,LBHL,NA,NA,NA,NA,22-Jul-91,23-Sep-93,12-Aug-13,0,NA,NA,0,NA,NA
3766,LBLD,NA,NA,NA,NA,28-Jul-04,28-Jul-04,11-Sep-06,0,NA,NA,0,NA,NA
2590,LBLK,Male,NA,NA,NA,24-Jul-97,24-Jul-97,18-Jan-01,0,NA,NA,0,NA,NA
2229,LBLS,Probable Female,NA,NA,NA,31-Mar-95,31-Mar-95,21-Jun-00,0,NA,NA,0,NA,NA
737,LBMA,Female,NA,NA,NA,27-Sep-88,28-Sep-93,12-Nov-97,0,NA,NA,0,NA,NA
1069,LBMN,NA,NA,NA,NA,12-Aug-90,21-Jul-93,18-May-05,1,1992,X,0,NA,NA
2230,LBSC,NA,NA,NA,LBLS,31-Mar-95,31-Mar-95,21-Aug-95,0,NA,NA,0,NA,NA
328,LBSL,NA,NA,NA,NA,09-Aug-82,10-May-01,22-May-14,0,NA,NA,0,NA,NA
2278,LBT1,NA,NA,NA,LBTY,21-Sep-95,21-Sep-95,21-Sep-95,0,NA,NA,0,NA,NA
1910,LBTY,Probable Female,NA,NA,NA,28-Sep-92,19-Apr-95,19-Jun-96,0,NA,NA,0,NA,NA
937,LCDB,NA,NA,NA,NA,14-Sep-89,20-Oct-94,03-May-96,0,NA,NA,0,NA,NA
1732,LCKC,NA,1992?,NA,LCKL,05-May-92,24-Aug-93,24-Aug-93,0,NA,NA,0,NA,NA
842,LCKL,Probable Female,NA,NA,NA,22-May-89,01-Mar-93,11-Nov-13,0,NA,NA,0,NA,NA
3895,LDB1,NA,NA,NA,LDBP,16-Aug-06,16-Aug-06,03-Aug-12,0,NA,NA,0,NA,NA
3896,LDBP,Probable Female,NA,NA,NA,16-Aug-06,16-Aug-06,04-Feb-08,0,NA,NA,0,NA,NA
2122,LDM2,NA,NA,NA,LDMA,26-Jan-94,26-Jan-94,26-Jan-94,0,NA,NA,0,NA,NA
3350,LDM3,Female,NA,NA,LDMA,30-May-02,30-May-02,02-Oct-14,0,NA,NA,0,NA,NA
